Merchantnumber,recency,frequency,monetary_value
62006362002691,0,79,1514471004
62006362002694,1,6,140101004
62006362002696,16,4,14501004
62006362002710,1,157,188111004
62006362002721,0,141,327631004
62006362002723,3,3,12014
62006362002730,0,464,503091004
62006362002733,1,101,43281004
62006362002744,0,48,23446004
62006362002751,5,3,10501004
62006362002765,0,102,19281004
62006362002774,2,104,56181004
62006362002782,0,70,61306004
62006362002783,13,7,30741004
62006362002786,0,56,91761004
62006362002788,1,8,22000000
62006362002806,24,1,1004
62006362002813,2,18,96087004
62006362002815,3,5,1831004
62006362002817,0,35,7576004
62006362002818,0,41,207410292
62006362002819,0,21,2437004
62006362002830,0,96,60212434
62006362002831,0,11,5976004
62006362002833,3,45,633051004
62006362002834,3,1,50000
62006362002836,3,10,3126004
62006362002840,0,80,18761004
62006362002841,1,4,10351004
62006362002846,0,93,147424004
62006362002847,0,3337,857053500
62006362002849,4,3,79004
62006362002851,0,45,2828004
62006362002854,2,67,89671004
62006362002872,9,13,26591004
62006362002882,0,58,93121004
62006362002885,5,1,1004
62006362002889,10,10,14261004
62006362002903,24,1,1004
62006362002909,0,185,118286004
62006362002911,7,9,189201004
62006362002920,0,16,40201004
62006362002924,1,174,950011004
62006362002927,24,1,1004
62006362002930,1,22,59901004
62006362002942,26,2,3230000
62006362002947,0,60,1056631004
62006362002950,0,65,465491004
62006362002961,5,15,40341004
62006362002962,4,2,25000000
62006362002965,0,101,435481004
62006362002979,0,261,352741004
62006362002998,0,81,113901000
62006362003007,0,538,114244004
62006362003010,0,12,8552006
62006362003027,2,179,493340161
62006362003031,0,33,139957004
62006362003038,3,7,138004
62006362003052,0,174,45316004
62006362003054,0,109,212651004
62006362003056,0,578,912597004
62006362003064,15,3,431004
62006362003068,0,621,42081004
62006362003072,0,235,12785504
62006362003101,0,235,243401004
62006362003102,13,12,1335014010
62006362003103,0,36977,2202382625
62006362003106,1,152,65361004
62006362003111,0,107,32446004
62006362003112,2,7,471004
62006362003126,27,3,61004
62006362003127,0,152,70470504
62006362003128,0,71,160421004
62006362003129,2,106,674100504
62006362003139,0,56,52001004
62006362003143,0,151,59596504
62006362003156,0,26,5186004
62006362003157,0,216,89106105
62006362003169,8,18,13831004
62006362003170,2,48,8720000
62006362003176,27,1,1004
62006362003182,26,1,1004
62006362003189,5,2,11004
62006362003195,28,2,2006
62006362003198,3,2,11004
62006362003204,1,13,4896004
62006362003211,18,1,1002
62006362003218,0,88,8914509
62006362003223,0,35,65471004
62006362003230,13,3,21004
